id,stroke
15304,0.51186859607696533203125000000000
15305,0.78480941057205200195312500000000
15306,0.00454710423946380615234375000000
15307,0.58701676130294799804687500000000
15308,0.08037752658128738403320312500000
15309,0.28699386119842529296875000000000
15310,0.04885362461209297180175781250000
15311,0.42783191800117492675781250000000
15312,0.00009205259993905201554298400879
15313,0.39366340637207031250000000000000
15314,0.18028655648231506347656250000000
15315,0.83013230562210083007812500000000
15316,0.02818852104246616363525390625000
15317,0.02317744120955467224121093750000
15318,0.25182485580444335937500000000000
15319,0.00329285883344709873199462890625
15320,0.01201103348284959793090820312500
15321,0.02564501203596591949462890625000
15322,0.23652561008930206298828125000000
15323,0.38434964418411254882812500000000
15324,0.03772156685590744018554687500000
15325,0.00000955409814196173101663589478
15326,0.00018161555635742843151092529297
15327,0.13500089943408966064453125000000
15328,0.19395515322685241699218750000000
15329,0.09736902266740798950195312500000
15330,0.00649885833263397216796875000000
15331,0.55173379182815551757812500000000
15332,0.01201365329325199127197265625000
15333,0.35799080133438110351562500000000
15334,0.80083370208740234375000000000000
15335,0.04897752031683921813964843750000
15336,0.15120853483676910400390625000000
15337,0.78216886520385742187500000000000
15338,0.67960953712463378906250000000000
15339,0.00010102334636030718684196472168
15340,0.84375244379043579101562500000000
15341,0.32481697201728820800781250000000
15342,0.00109461590182036161422729492188
15343,0.05535180121660232543945312500000
15344,0.00629176571965217590332031250000
15345,0.03477414324879646301269531250000
15346,0.00024899240816012024879455566406
15347,0.55390393733978271484375000000000
15348,0.19917531311511993408203125000000
15349,0.00176871882285922765731811523438
15350,0.44167315959930419921875000000000
15351,0.02002388052642345428466796875000
15352,0.87578821182250976562500000000000
15353,0.00613012351095676422119140625000
15354,0.00074165250407531857490539550781
15355,0.00039097978151403367519378662109
15356,0.00418461998924612998962402343750
15357,0.03058060072362422943115234375000
15358,0.94020217657089233398437500000000
15359,0.00694929203018546104431152343750
15360,0.54590487480163574218750000000000
15361,0.01212881132960319519042968750000
15362,0.47514709830284118652343750000000
15363,0.02627805061638355255126953125000
15364,0.10952153056859970092773437500000
15365,0.51662003993988037109375000000000
15366,0.01793370582163333892822265625000
15367,0.01924926042556762695312500000000
15368,0.86045515537261962890625000000000
15369,0.01976437121629714965820312500000
15370,0.60967791080474853515625000000000
15371,0.14049424231052398681640625000000
15372,0.00364570436067879199981689453125
15373,0.44168850779533386230468750000000
15374,0.04678736627101898193359375000000
15375,0.00232685240916907787322998046875
15376,0.00037709865137003362178802490234
15377,0.72142994403839111328125000000000
15378,0.00538129732012748718261718750000
15379,0.83143246173858642578125000000000
15380,0.30808281898498535156250000000000
15381,0.00136128324083983898162841796875
15382,0.96519708633422851562500000000000
15383,0.04249661415815353393554687500000
15384,0.24290905892848968505859375000000
15385,0.21943259239196777343750000000000
15386,0.09223124384880065917968750000000
