id,stroke
15304,0.02523781545460224151611328125000
15305,0.12790711224079132080078125000000
15306,0.00009314389171777293086051940918
15307,0.01347648911178112030029296875000
15308,0.00238853157497942447662353515625
15309,0.02642676606774330139160156250000
15310,0.01515633706003427505493164062500
15311,0.01271528936922550201416015625000
15312,0.00005282356869429349899291992188
15313,0.05631718039512634277343750000000
15314,0.00761747127398848533630371093750
15315,0.00380453583784401416778564453125
15316,0.00232527125626802444458007812500
15317,0.01188023854047060012817382812500
15318,0.00241988571360707283020019531250
15319,0.00003244143954361788928508758545
15320,0.00038935884367674589157104492188
15321,0.00385736371390521526336669921875
15322,0.00829587318003177642822265625000
15323,0.03252433612942695617675781250000
15324,0.02720990777015686035156250000000
15325,0.00000106983918612968409433960915
15326,0.00022155513579491525888442993164
15327,0.01525439321994781494140625000000
15328,0.07710191607475280761718750000000
15329,0.00430982932448387145996093750000
15330,0.00070355896605178713798522949219
15331,0.02771879918873310089111328125000
15332,0.00246079848147928714752197265625
15333,0.00293606542982161045074462890625
15334,0.09146188944578170776367187500000
15335,0.03715278208255767822265625000000
15336,0.07458849996328353881835937500000
15337,0.04545695334672927856445312500000
15338,0.03449135273694992065429687500000
15339,0.00008918130333768203854560852051
15340,0.20393419265747070312500000000000
15341,0.07799220830202102661132812500000
15342,0.00009137828601524233818054199219
15343,0.01687917299568653106689453125000
15344,0.00341442390345036983489990234375
15345,0.01183008216321468353271484375000
15346,0.00001556935421831440180540084839
15347,0.02449095249176025390625000000000
15348,0.00013974396279081702232360839844
15349,0.00167064054403454065322875976562
15350,0.06756687164306640625000000000000
15351,0.00098141212947666645050048828125
15352,0.15432044863700866699218750000000
15353,0.00120070180855691432952880859375
15354,0.00073181086918339133262634277344
15355,0.00010039661719929426908493041992
15356,0.00005309542757458984851837158203
15357,0.00679967273026704788208007812500
15358,0.13306777179241180419921875000000
15359,0.00224792421795427799224853515625
15360,0.00961641222238540649414062500000
15361,0.00208994233980774879455566406250
15362,0.03043058142066001892089843750000
15363,0.00838791485875844955444335937500
15364,0.01467861328274011611938476562500
15365,0.04523763433098793029785156250000
15366,0.00100294663570821285247802734375
15367,0.00670842081308364868164062500000
15368,0.11275546997785568237304687500000
15369,0.00041850571869872510433197021484
15370,0.08363588154315948486328125000000
15371,0.06638991832733154296875000000000
15372,0.00184769509360194206237792968750
15373,0.11849369108676910400390625000000
15374,0.00197999109514057636260986328125
15375,0.00059433490969240665435791015625
15376,0.00042089264024980366230010986328
15377,0.14298126101493835449218750000000
15378,0.00062052818248048424720764160156
15379,0.13755521178245544433593750000000
15380,0.04692384228110313415527343750000
15381,0.00064145459327846765518188476562
15382,0.25761395692825317382812500000000
15383,0.00927730929106473922729492187500
15384,0.03455954417586326599121093750000
15385,0.01594058424234390258789062500000
15386,0.02202695235610008239746093750000
15387,0.09673316776752471923828125000000
15388,0.00038559004315175116062164306641
15389,0.06312961131334304809570312500000
15390,0.03561228886246681213378906250000
15391,0.09440176934003829956054687500000
15392,0.00026222006999887526035308837891
15393,0.01472296752035617828369140625000
15394,0.14984858036041259765625000000000
15395,0.01792520843446254730224609375000
15396,0.00031705174478702247142791748047
15397,0.02291831187903881072998046875000
15398,0.00005510466871783137321472167969
15399,0.00750059261918067932128906250000
15400,0.00676330318674445152282714843750
15401,0.06051293388009071350097656250000
15402,0.00182380026672035455703735351562
15403,0.02124341577291488647460937500000
15404,0.00961009226739406585693359375000
15405,0.09575624763965606689453125000000
15406,0.01194981019943952560424804687500
15407,0.01178566552698612213134765625000
